Sample,OTU,Count,Model_Jul04,OTU_CODE
02089REF,Cinygma,1,C,B39
02089REF,Cinygmula,5,C,B40
02089REF,Despaxia,1,C,B54
02089REF,Dicranota,1,C,B58
02089REF,Diphetor_hageni,11,C,B59
02089REF,Dixa,9,C,B61
02089REF,Dolophilodes,6,C,B64
02089REF,Doroneuria,1,C,B65
02089REF,Drunella_doddsi,5,C,B67
02089REF,Forcipomyiinae,1,C,B87
02089REF,Glutops,1,C,B90
02089REF,Heterlimnius,1,C,B104
02089REF,Hydraenidae,1,C,B111
02089REF,Hydropsyche,17,C,B114
02089REF,Ironodes,3,C,B116
02089REF,Isoperla,2,C,B118
02089REF,Juga,18,C,B119
02089REF,Lara,1,C,B124
02089REF,Lepidostoma,4,C,B125
02089REF,Leptophlebiidae,10,C,B127
02089REF,Malenka,3,C,B134
02089REF,Maruina,6,C,B136
02089REF,Meringodixa,1,C,B138
02089REF,Micrasema,26,C,B140
02089REF,Nematoda,1,C,B146
02089REF,Optioservus,8,C,B159
02089REF,Orthocladiinae,26,C,B162
02089REF,Paraperla,1,C,B165
02089REF,Parapsyche,1,C,B166
02089REF,Psychomyia,9,C,B191
02089REF,Pteronarcella,1,C,B192
02089REF,Ptychopteridae,2,C,B194
02089REF,Rhabdomastix,1,C,B196
02089REF,Rhithrogena,14,C,B197
02089REF,Rhyacophila,61,C,B199
02089REF,Simulium,1,C,B204
02089REF,Skwala,10,C,B205
02089REF,Sphaeriidae,4,C,B209
02089REF,Sweltsa,22,C,B214
02089REF,Tanypodinae,1,C,B217
02089REF,Trombidiformes,14,C,B223
02089REF,Zaitzevia,37,C,B231
02089REF,Zapada,53,C,B232
02091CSR,Antocha,1,N,B13
02091CSR,Attenella,2,N,B20
02091CSR,Baetis,69,N,B21
02091CSR,Calineuria,4,N,B27
02091CSR,Cheumatopsyche,1,N,B35
02091CSR,Chironominae,52,N,B37
02091CSR,Cleptelmis,8,N,B42
02091CSR,Clinocera,1,N,B43
02091CSR,Dicranota,1,N,B58
02091CSR,Diphetor_hageni,8,N,B59
02091CSR,Drunella_doddsi,1,N,B67
02091CSR,Epeorus,8,N,B77
02091CSR,Ephemerella,1,N,B78
02091CSR,Glossosoma,14,N,B89
02091CSR,Hesperoperla,3,N,B103
02091CSR,Hydropsyche,86,N,B114
02091CSR,Juga,19,N,B119
02091CSR,Lara,2,N,B124
02091CSR,Leptophlebiidae,4,N,B127
02091CSR,Limonia,1,N,B132
02091CSR,Malenka,4,N,B134
02091CSR,Micrasema,4,N,B140
02091CSR,Neophylax,5,N,B149
02091CSR,Oligochaeta,10,N,B156
02091CSR,Optioservus,41,N,B159
02091CSR,Orthocladiinae,12,N,B162
02091CSR,Pericoma/Telmatoscopus,4,N,B169
02091CSR,Psychomyia,1,N,B191
02091CSR,Pteronarcella,3,N,B192
02091CSR,Rhithrogena,44,N,B197
02091CSR,Rhyacophila,5,N,B199
02091CSR,Serratella,3,N,B200
02091CSR,Simulium,29,N,B204
02091CSR,Sphaeriidae,2,N,B209
02091CSR,Sweltsa,1,N,B214
02091CSR,Tanypodinae,1,N,B217
02091CSR,Trombidiformes,5,N,B223
02091CSR,Turbellaria,1,N,B225
02091CSR,Wormaldia,2,N,B229
02091CSR,Yoraperla,38,N,B230
02091CSR,Zaitzevia,15,N,B231
02091CSR,Zapada,9,N,B232
02092CSR,Acentrella,34,N,B1
02092CSR,Antocha,7,N,B13
02092CSR,Baetis,69,N,B21
02092CSR,Capniidae,1,N,B30
02092CSR,Chironominae,122,N,B37
02092CSR,Diamesinae,4,N,B56
02092CSR,Dicosmoecus,1,N,B57
02092CSR,Diphetor_hageni,10,N,B59
02092CSR,Ephemerella,2,N,B78
02092CSR,Glossosoma,14,N,B89
02092CSR,Hydropsyche,74,N,B114
02092CSR,Hydroptila,1,N,B115
02092CSR,Juga,1,N,B119
02092CSR,Lepidostoma,1,N,B125
02092CSR,Neophylax,1,N,B149
02092CSR,Oligochaeta,4,N,B156
02092CSR,Optioservus,35,N,B159
02092CSR,Orthocladiinae,32,N,B162
02092CSR,Pteronarcys,1,N,B193
02092CSR,Rhithrogena,18,N,B197
02092CSR,Rhyacophila,6,N,B199
02092CSR,Serratella,2,N,B200
02092CSR,Simulium,66,N,B204
02092CSR,Sweltsa,4,N,B214
02092CSR,Tanypodinae,1,N,B217
02092CSR,Trombidiformes,4,N,B223
02092CSR,Wormaldia,7,N,B229
02092CSR,Zaitzevia,9,N,B231
02092CSR,Zapada,4,N,B232
02093CSR,Ameletus,5,N,B6
02093CSR,Baetis,9,N,B21
02093CSR,Capniidae,7,N,B30
02093CSR,Ceratopogoninae,2,N,B33
02093CSR,Chironominae,2,N,B37
02093CSR,Diamesinae,2,N,B56
02093CSR,Dixa,3,N,B61
02093CSR,Dolophilodes,1,N,B64
02093CSR,Doroneuria,19,N,B65
02093CSR,Drunella_doddsi,125,N,B67
02093CSR,Ephemerella,47,N,B78
02093CSR,Glossosoma,9,N,B89
02093CSR,Heptagenia,1,N,B101
02093CSR,Ironodes,13,N,B116
02093CSR,Lepidostoma,2,N,B125
02093CSR,Leptophlebiidae,23,N,B127
02093CSR,Moselia,8,N,B143
02093CSR,Nematoda,1,N,B146
02093CSR,Nixe/Leucocruta,1,N,B152
02093CSR,Oligochaeta,5,N,B156
02093CSR,Oligophlebodes,1,N,B157
02093CSR,Orthocladiinae,26,N,B162
02093CSR,Parapsyche,4,N,B166
02093CSR,Rhithrogena,49,N,B197
02093CSR,Rhyacophila,38,N,B199
02093CSR,Soliperla,25,N,B206
02093CSR,Sweltsa,20,N,B214
02093CSR,Tanypodinae,3,N,B217
02093CSR,Trombidiformes,28,N,B223
02093CSR,Turbellaria,21,N,B225
02093CSR,Visoka,4,N,B227
02093CSR,Yoraperla,56,N,B230
02093CSR,Zapada,1,N,B232
02094CSR,Acneus,1,N,B2
02094CSR,Ameletus,3,N,B6
02094CSR,Amiocentrus,2,N,B8
02094CSR,Ampumixis,3,N,B10
02094CSR,Antocha,3,N,B13
02094CSR,Baetis,18,N,B21
02094CSR,Calineuria,48,N,B27
02094CSR,Caudatella,1,N,B31
02094CSR,Chironominae,18,N,B37
02094CSR,Cinygmula,11,N,B40
02094CSR,Clinocera,1,N,B43
02094CSR,Diamesinae,1,N,B56
02094CSR,Dicosmoecus,1,N,B57
02094CSR,Dicranota,10,N,B58
02094CSR,Drunella_doddsi,66,N,B67
02094CSR,Epeorus,2,N,B77
02094CSR,Ephemerella,1,N,B78
02094CSR,Eubrianax,7,N,B81
02094CSR,Glossosoma,12,N,B89
02094CSR,Glutops,1,N,B90
02094CSR,Hesperoperla,4,N,B103
02094CSR,Heterlimnius,14,N,B104
02094CSR,Heteroplectron,1,N,B105
02094CSR,Hydropsyche,12,N,B114
02094CSR,Ironodes,1,N,B116
02094CSR,Kathroperla,2,N,B120
02094CSR,Leptophlebiidae,1,N,B127
02094CSR,Limonia,1,N,B132
02094CSR,Malenka,2,N,B134
02094CSR,Micrasema,9,N,B140
02094CSR,Neophylax,1,N,B149
02094CSR,Optioservus,14,N,B159
02094CSR,Ordobrevia,1,N,B160
02094CSR,Orthocladiinae,39,N,B162
02094CSR,Pericoma/Telmatoscopus,2,N,B169
02094CSR,Psychomyia,2,N,B191
02094CSR,Pteronarcys,1,N,B193
02094CSR,Rhyacophila,27,N,B199
02094CSR,Serratella,1,N,B200
02094CSR,Simulium,9,N,B204
02094CSR,Skwala,2,N,B205
02094CSR,Sweltsa,4,N,B214
02094CSR,Tanypodinae,2,N,B217
02094CSR,Yoraperla,2,N,B230
02094CSR,Zaitzevia,8,N,B231
02094CSR,Zapada,2,N,B232
02096CSR,Antocha,2,VT,B13
02096CSR,Arctopsyche,1,VT,B15
02096CSR,Baetis,67,VT,B21
02096CSR,Blephariceridae,2,VT,B23
02096CSR,Calineuria,21,VT,B27
02096CSR,Chironominae,16,VT,B37
02096CSR,Cinygmula,12,VT,B40
02096CSR,Corydalidae,3,VT,B47
02096CSR,Diamesinae,1,VT,B56
02096CSR,Diphetor_hageni,3,VT,B59
02096CSR,Drunella_doddsi,9,VT,B67
02096CSR,Epeorus,23,VT,B77
02096CSR,Glossosoma,1,VT,B89
02096CSR,Hesperoperla,12,VT,B103
02096CSR,Heterlimnius,8,VT,B104
02096CSR,Hydropsyche,25,VT,B114
02096CSR,Ironodes,1,VT,B116
02096CSR,Lepidostoma,1,VT,B125
02096CSR,Micrasema,5,VT,B140
02096CSR,Optioservus,24,VT,B159
02096CSR,Ordobrevia,3,VT,B160
02096CSR,Orthocladiinae,12,VT,B162
02096CSR,Rhithrogena,18,VT,B197
02096CSR,Rhyacophila,11,VT,B199
02096CSR,Simulium,237,VT,B204
02096CSR,Skwala,6,VT,B205
02096CSR,Sweltsa,3,VT,B214
02096CSR,Wormaldia,6,VT,B229
02097CSR,Ameletus,2,N,B6
02097CSR,Amiocentrus,1,N,B8
02097CSR,Apatania,3,N,B14
02097CSR,Attenella,6,N,B20
02097CSR,Baetis,77,N,B21
02097CSR,Calineuria,3,N,B27
02097CSR,Ceratopogoninae,3,N,B33
02097CSR,Chironominae,134,N,B37
02097CSR,Cinygma,1,N,B39
02097CSR,Cinygmula,53,N,B40
02097CSR,Dicranota,1,N,B58
02097CSR,Diphetor_hageni,3,N,B59
02097CSR,Dixa,1,N,B61
02097CSR,Doroneuria,12,N,B65
02097CSR,Drunella_doddsi,17,N,B67
02097CSR,Farula,1,N,B84
02097CSR,Glossosoma,16,N,B89
02097CSR,Glutops,2,N,B90
02097CSR,Heterlimnius,5,N,B104
02097CSR,Hexatoma,2,N,B106
02097CSR,Hydropsyche,4,N,B114
02097CSR,Juga,4,N,B119
02097CSR,Leptophlebiidae,9,N,B127
02097CSR,Limnophila,2,N,B131
02097CSR,Malenka,1,N,B134
02097CSR,Narpus,1,N,B145
02097CSR,Nematoda,4,N,B146
02097CSR,Optioservus,13,N,B159
02097CSR,Orthocladiinae,27,N,B162
02097CSR,Parapsyche,13,N,B166
02097CSR,Rhithrogena,1,N,B197
02097CSR,Rhyacophila,9,N,B199
02097CSR,Serratella,1,N,B200
02097CSR,Simulium,8,N,B204
02097CSR,Soliperla,1,N,B206
02097CSR,Sphaeriidae,8,N,B209
02097CSR,Sweltsa,28,N,B214
02097CSR,Trombidiformes,2,N,B223
02097CSR,Turbellaria,25,N,B225
02097CSR,Wormaldia,13,N,B229
02097CSR,Yoraperla,1,N,B230
02097CSR,Zaitzevia,1,N,B231
02097CSR,Zapada,34,N,B232
02100REF,Amiocentrus,1,C,B8
02100REF,Ampumixis,1,C,B10
02100REF,Attenella,1,C,B20
02100REF,Baetis,71,C,B21
02100REF,Calineuria,4,C,B27
02100REF,Capniidae,1,C,B30
02100REF,Chironominae,34,C,B37
02100REF,Doroneuria,1,C,B65
02100REF,Drunella_doddsi,9,C,B67
02100REF,Dytiscidae,1,C,B72
02100REF,Epeorus,27,C,B77
02100REF,Hesperoperla,2,C,B103
02100REF,Heterlimnius,8,C,B104
02100REF,Hexatoma,1,C,B106
02100REF,Hydropsyche,7,C,B114
02100REF,Ironodes,1,C,B116
02100REF,Juga,23,C,B119
02100REF,Leptophlebiidae,1,C,B127
02100REF,Limonia,1,C,B132
02100REF,Narpus,1,C,B145
02100REF,Oligochaeta,4,C,B156
02100REF,Optioservus,4,C,B159
02100REF,Orthocladiinae,5,C,B162
02100REF,Paraperla,1,C,B165
02100REF,Physidae,1,C,B172
02100REF,Psychomyia,1,C,B191
02100REF,Rhithrogena,54,C,B197
02100REF,Rhyacophila,5,C,B199
02100REF,Simulium,231,C,B204
02100REF,Sweltsa,9,C,B214
02100REF,Tanypodinae,1,C,B217
02100REF,Trombidiformes,7,C,B223
02100REF,Zaitzevia,8,C,B231
02100REF,Zapada,5,C,B232
02101CSR,Antocha,1,C,B13
02101CSR,Arctopsyche,11,C,B15
02101CSR,Baetis,26,C,B21
02101CSR,Caudatella,21,C,B31
02101CSR,Chironominae,22,C,B37
02101CSR,Cinygmula,5,C,B40
02101CSR,Corydalidae,1,C,B47
02101CSR,Dolophilodes,1,C,B64
02101CSR,Doroneuria,9,C,B65
02101CSR,Drunella_doddsi,8,C,B67
02101CSR,Epeorus,2,C,B77
02101CSR,Ephemerella,26,C,B78
02101CSR,Glutops,1,C,B90
02101CSR,Heterlimnius,1,C,B104
02101CSR,Ironodes,3,C,B116
02101CSR,Isoperla,1,C,B118
02101CSR,Lepidostoma,2,C,B125
02101CSR,Leptophlebiidae,18,C,B127
02101CSR,Micrasema,42,C,B140
02101CSR,Nematoda,6,C,B146
02101CSR,Neophylax,7,C,B149
02101CSR,Oligochaeta,28,C,B156
02101CSR,Orthocladiinae,91,C,B162
02101CSR,Parapsyche,1,C,B166
02101CSR,Pristinicola,4,C,B180
02101CSR,Prosimulium,11,C,B183
02101CSR,Pteronarcys,3,C,B193
02101CSR,Rhithrogena,2,C,B197
02101CSR,Rhyacophila,20,C,B199
02101CSR,Serratella,3,C,B200
02101CSR,Simulium,5,C,B204
02101CSR,Sweltsa,7,C,B214
02101CSR,Trombidiformes,15,C,B223
02101CSR,Yoraperla,93,C,B230
02101CSR,Zapada,33,C,B232
02102CSR,Acentrella,8,C,B1
02102CSR,Amiocentrus,2,C,B8
02102CSR,Antocha,1,C,B13
02102CSR,Arctopsyche,1,C,B15
02102CSR,Baetis,63,C,B21
02102CSR,Blephariceridae,4,C,B23
02102CSR,Calineuria,4,C,B27
02102CSR,Capniidae,1,C,B30
02102CSR,Ceratopogoninae,1,C,B33
02102CSR,Chironominae,17,C,B37
02102CSR,Clinocera,1,C,B43
02102CSR,Doroneuria,2,C,B65
02102CSR,Drunella_doddsi,37,C,B67
02102CSR,Drunella_spinifera,2,C,B70
02102CSR,Epeorus,21,C,B77
02102CSR,Ephemerella,7,C,B78
02102CSR,Glossosoma,58,C,B89
02102CSR,Hesperoconopa,1,C,B102
02102CSR,Hesperoperla,3,C,B103
02102CSR,Hydropsyche,133,C,B114
02102CSR,Juga,2,C,B119
02102CSR,Lepidostoma,2,C,B125
02102CSR,Micrasema,1,C,B140
02102CSR,Neophylax,1,C,B149
02102CSR,Oligochaeta,54,C,B156
02102CSR,Optioservus,11,C,B159
02102CSR,Orthocladiinae,10,C,B162
02102CSR,Rhithrogena,34,C,B197
02102CSR,Simulium,20,C,B204
02102CSR,Skwala,2,C,B205
02102CSR,Sweltsa,8,C,B214
02102CSR,Tanypodinae,1,C,B217
02102CSR,Trombidiformes,10,C,B223
02102CSR,Zaitzevia,12,C,B231
02102CSR,Zapada,2,C,B232
02103CSR,Asellidae,1,N,B16
02103CSR,Baetis,1,N,B21
02103CSR,Ceratopogoninae,1,N,B33
02103CSR,Cheumatopsyche,171,N,B35
02103CSR,Chironominae,92,N,B37
02103CSR,Fluminicola,11,N,B86
02103CSR,Isoperla,4,N,B118
02103CSR,Juga,22,N,B119
02103CSR,Leptophlebiidae,7,N,B127
02103CSR,Malenka,3,N,B134
02103CSR,Nematoda,1,N,B146
02103CSR,Oligochaeta,129,N,B156
02103CSR,Orthocladiinae,20,N,B162
02103CSR,Rhithrogena,3,N,B197
02103CSR,Tanypodinae,1,N,B217
02103CSR,Trombidiformes,3,N,B223
02103CSR,Zaitzevia,1,N,B231
02104CSR,Antocha,1,C,B13
02104CSR,Baetis,47,C,B21
02104CSR,Caudatella,75,C,B31
02104CSR,Chironominae,28,C,B37
02104CSR,Cinygmula,3,C,B40
02104CSR,Clinocera,4,C,B43
02104CSR,Diamesinae,1,C,B56
02104CSR,Doroneuria,3,C,B65
02104CSR,Drunella_doddsi,11,C,B67
02104CSR,Epeorus,4,C,B77
02104CSR,Ephemerella,25,C,B78
02104CSR,Glossosoma,4,C,B89
02104CSR,Glutops,1,C,B90
02104CSR,Heterlimnius,3,C,B104
02104CSR,Isoperla,8,C,B118
02104CSR,Kogotus,1,C,B121
02104CSR,Lepidostoma,1,C,B125
02104CSR,Leptophlebiidae,10,C,B127
02104CSR,Megarcys,4,C,B137
02104CSR,Micrasema,2,C,B140
02104CSR,Nematoda,7,C,B146
02104CSR,Neothremma,1,C,B150
02104CSR,Oligochaeta,10,C,B156
02104CSR,Oligophlebodes,2,C,B157
02104CSR,Orthocladiinae,122,C,B162
02104CSR,Pristinicola,1,C,B180
02104CSR,Prosimulium,1,C,B183
02104CSR,Pteronarcys,1,C,B193
02104CSR,Rhithrogena,4,C,B197
02104CSR,Rhyacophila,31,C,B199
02104CSR,Simulium,11,C,B204
02104CSR,Sweltsa,1,C,B214
02104CSR,Trombidiformes,14,C,B223
02104CSR,Visoka,1,C,B227
02104CSR,Yoraperla,43,C,B230
02104CSR,Zapada,13,C,B232
02105CSR,Ameletus,2,NT,B6
02105CSR,Amiocentrus,2,NT,B8
02105CSR,Antocha,11,NT,B13
02105CSR,Baetis,64,NT,B21
02105CSR,Capniidae,1,NT,B30
02105CSR,Caudatella,1,NT,B31
02105CSR,Chironominae,32,NT,B37
02105CSR,Cinygmula,8,NT,B40
02105CSR,Diamesinae,1,NT,B56
02105CSR,Dicranota,1,NT,B58
02105CSR,Diphetor_hageni,5,NT,B59
02105CSR,Doroneuria,6,NT,B65
02105CSR,Drunella_doddsi,31,NT,B67
02105CSR,Drunella_spinifera,1,NT,B70
02105CSR,Epeorus,1,NT,B77
02105CSR,Glossosoma,24,NT,B89
02105CSR,Glutops,1,NT,B90
02105CSR,Heterlimnius,14,NT,B104
02105CSR,Hexatoma,3,NT,B106
02105CSR,Kathroperla,9,NT,B120
02105CSR,Kogotus,2,NT,B121
02105CSR,Lara,1,NT,B124
02105CSR,Lepidostoma,1,NT,B125
02105CSR,Limonia,1,NT,B132
02105CSR,Megarcys,8,NT,B137
02105CSR,Micrasema,15,NT,B140
02105CSR,Narpus,1,NT,B145
02105CSR,Nematoda,13,NT,B146
02105CSR,Neophylax,4,NT,B149
02105CSR,Oligochaeta,17,NT,B156
02105CSR,Oligophlebodes,25,NT,B157
02105CSR,Optioservus,6,NT,B159
02105CSR,Orthocladiinae,28,NT,B162
02105CSR,Parapsyche,12,NT,B166
02105CSR,Pristinicola,1,NT,B180
02105CSR,Rhithrogena,23,NT,B197
02105CSR,Rhyacophila,29,NT,B199
02105CSR,Serratella,1,NT,B200
02105CSR,Sweltsa,13,NT,B214
02105CSR,Tanypodinae,4,NT,B217
02105CSR,Trombidiformes,9,NT,B223
02105CSR,Turbellaria,2,NT,B225
02105CSR,Yoraperla,17,NT,B230
02105CSR,Zaitzevia,5,NT,B231
02105CSR,Zapada,23,NT,B232
02106REF,Baetis,6,C,B21
02106REF,Calineuria,3,C,B27
02106REF,Chironominae,51,C,B37
02106REF,Cleptelmis,1,C,B42
02106REF,Diphetor_hageni,1,C,B59
02106REF,Glossosoma,1,C,B89
02106REF,Hydropsyche,1,C,B114
02106REF,Juga,66,C,B119
02106REF,Lepidostoma,4,C,B125
02106REF,Leptophlebiidae,8,C,B127
02106REF,Narpus,1,C,B145
02106REF,Oligochaeta,5,C,B156
02106REF,Optioservus,173,C,B159
02106REF,Orthocladiinae,13,C,B162
02106REF,Pericoma/Telmatoscopus,4,C,B169
02106REF,Rhithrogena,106,C,B197
02106REF,Rhyacophila,10,C,B199
02106REF,Simulium,1,C,B204
02106REF,Skwala,8,C,B205
02106REF,Sphaeriidae,7,C,B209
02106REF,Sweltsa,41,C,B214
02106REF,Tabanidae,1,C,B215
02106REF,Trombidiformes,6,C,B223
02106REF,Zaitzevia,9,C,B231
02106REF,Zapada,37,C,B232
02109CSR,Baetis,24,NT,B21
02109CSR,Calineuria,3,NT,B27
02109CSR,Ceratopogoninae,1,NT,B33
02109CSR,Chironominae,88,NT,B37
02109CSR,Cryptolabis,1,NT,B50
02109CSR,Diphetor_hageni,3,NT,B59
02109CSR,Drunella_doddsi,24,NT,B67
02109CSR,Epeorus,10,NT,B77
02109CSR,Glossosoma,3,NT,B89
02109CSR,Heterlimnius,2,NT,B104
02109CSR,Hydropsyche,64,NT,B114
02109CSR,Juga,6,NT,B119
02109CSR,Lepidostoma,1,NT,B125
02109CSR,Leptophlebiidae,5,NT,B127
02109CSR,Micrasema,1,NT,B140
02109CSR,Oligochaeta,5,NT,B156
02109CSR,Optioservus,17,NT,B159
02109CSR,Orthocladiinae,67,NT,B162
02109CSR,Pteronarcella,1,NT,B192
02109CSR,Rhithrogena,90,NT,B197
02109CSR,Rhyacophila,8,NT,B199
02109CSR,Simulium,21,NT,B204
02109CSR,Skwala,4,NT,B205
02109CSR,Sphaeriidae,1,NT,B209
02109CSR,Suwallia,2,NT,B213
02109CSR,Sweltsa,15,NT,B214
02109CSR,Trombidiformes,2,NT,B223
02109CSR,Turbellaria,1,NT,B225
02109CSR,Wormaldia,24,NT,B229
02109CSR,Zapada,26,NT,B232
02111CSR,Antocha,1,C,B13
02111CSR,Arctopsyche,2,C,B15
02111CSR,Attenella,2,C,B20
02111CSR,Baetis,33,C,B21
02111CSR,Calineuria,27,C,B27
02111CSR,Ceratopogoninae,1,C,B33
02111CSR,Chironominae,85,C,B37
02111CSR,Cinygmula,30,C,B40
02111CSR,Dicranota,1,C,B58
02111CSR,Diphetor_hageni,1,C,B59
02111CSR,Doroneuria,23,C,B65
02111CSR,Drunella_coloradensis/flavilinea,2,C,B66
02111CSR,Drunella_doddsi,1,C,B67
02111CSR,Glossosoma,25,C,B89
02111CSR,Glutops,1,C,B90
02111CSR,Heterlimnius,32,C,B104
02111CSR,Hexatoma,4,C,B106
02111CSR,Hydropsyche,55,C,B114
02111CSR,Ironodes,6,C,B116
02111CSR,Juga,1,C,B119
02111CSR,Leptophlebiidae,1,C,B127
02111CSR,Lymnaeidae,3,C,B133
02111CSR,Micrasema,1,C,B140
02111CSR,Neothremma,2,C,B150
02111CSR,Optioservus,2,C,B159
02111CSR,Orthocladiinae,58,C,B162
02111CSR,Paraperla,1,C,B165
02111CSR,Parapsyche,2,C,B166
02111CSR,Rhithrogena,66,C,B197
02111CSR,Rhyacophila,24,C,B199
02111CSR,Serratella,1,C,B200
02111CSR,Simulium,8,C,B204
02111CSR,Sweltsa,38,C,B214
02111CSR,Trombidiformes,5,C,B223
02111CSR,Yoraperla,3,C,B230
02111CSR,Zapada,16,C,B232
02119CSR,Baetis,11,N,B21
02119CSR,Calineuria,5,N,B27
02119CSR,Chironominae,7,N,B37
02119CSR,Cinygmula,3,N,B40
02119CSR,Cleptelmis,1,N,B42
02119CSR,Diphetor_hageni,21,N,B59
02119CSR,Forcipomyiinae,1,N,B87
02119CSR,Goeridae,6,N,B91
02119CSR,Hydropsyche,2,N,B114
02119CSR,Isoperla,1,N,B118
02119CSR,Juga,71,N,B119
02119CSR,Leptophlebiidae,6,N,B127
02119CSR,Oligochaeta,7,N,B156
02119CSR,Optioservus,186,N,B159
02119CSR,Orthocladiinae,16,N,B162
02119CSR,Rhithrogena,47,N,B197
02119CSR,Simulium,5,N,B204
02119CSR,Sphaeriidae,1,N,B209
02119CSR,Sweltsa,39,N,B214
02119CSR,Zaitzevia,62,N,B231
02119CSR,Zapada,2,N,B232
02122CSR,Amiocentrus,13,N,B8
02122CSR,Antocha,1,N,B13
02122CSR,Apatania,1,N,B14
02122CSR,Attenella,1,N,B20
02122CSR,Baetis,5,N,B21
02122CSR,Calineuria,17,N,B27
02122CSR,Chironominae,124,N,B37
02122CSR,Clinocera,2,N,B43
02122CSR,Dicranota,4,N,B58
02122CSR,Diphetor_hageni,7,N,B59
02122CSR,Dixa,1,N,B61
02122CSR,Drunella_doddsi,17,N,B67
02122CSR,Gomphidae,8,N,B92
02122CSR,Hesperoperla,18,N,B103
02122CSR,Hexatoma,1,N,B106
02122CSR,Hydraenidae,1,N,B111
02122CSR,Hydropsyche,23,N,B114
02122CSR,Ironodes,43,N,B116
02122CSR,Isoperla,1,N,B118
02122CSR,Lara,1,N,B124
02122CSR,Lepidostoma,3,N,B125
02122CSR,Leptophlebiidae,12,N,B127
02122CSR,Malenka,13,N,B134
02122CSR,Micrasema,2,N,B140
02122CSR,Oligochaeta,2,N,B156
02122CSR,Orthocladiinae,71,N,B162
02122CSR,Pericoma/Telmatoscopus,2,N,B169
02122CSR,Psychomyia,2,N,B191
02122CSR,Rhithrogena,40,N,B197
02122CSR,Rhyacophila,47,N,B199
02122CSR,Simulium,1,N,B204
02122CSR,Skwala,2,N,B205
02122CSR,Sphaeriidae,1,N,B209
02122CSR,Sweltsa,17,N,B214
02122CSR,Tanypodinae,2,N,B217
02122CSR,Trombidiformes,7,N,B223
02122CSR,Yoraperla,2,N,B230
02122CSR,Zaitzevia,11,N,B231
02122CSR,Zapada,15,N,B232
02124CSR,Antocha,1,N,B13
02124CSR,Arctopsyche,1,N,B15
02124CSR,Attenella,1,N,B20
02124CSR,Baetis,27,N,B21
02124CSR,Calineuria,30,N,B27
02124CSR,Ceratopogoninae,4,N,B33
02124CSR,Chironominae,91,N,B37
02124CSR,Cinygmula,3,N,B40
02124CSR,Cleptelmis,1,N,B42
02124CSR,Clinocera,1,N,B43
02124CSR,Dicranota,5,N,B58
02124CSR,Diphetor_hageni,5,N,B59
02124CSR,Dixa,1,N,B61
02124CSR,Drunella_doddsi,22,N,B67
02124CSR,Epeorus,3,N,B77
02124CSR,Ephemerella,1,N,B78
02124CSR,Eubrianax,4,N,B81
02124CSR,Forcipomyiinae,1,N,B87
02124CSR,Glossosoma,45,N,B89
02124CSR,Glutops,1,N,B90
02124CSR,Hesperoperla,12,N,B103
02124CSR,Heterlimnius,1,N,B104
02124CSR,Hexatoma,1,N,B106
02124CSR,Hydatophylax,1,N,B110
02124CSR,Hydropsyche,9,N,B114
02124CSR,Ironodes,14,N,B116
02124CSR,Juga,41,N,B119
02124CSR,Leptophlebiidae,8,N,B127
02124CSR,Narpus,4,N,B145
02124CSR,Nematoda,2,N,B146
02124CSR,Oligochaeta,4,N,B156
02124CSR,Oligophlebodes,7,N,B157
02124CSR,Optioservus,5,N,B159
02124CSR,Oreogeton,1,N,B161
02124CSR,Orthocladiinae,31,N,B162
02124CSR,Psychomyia,1,N,B191
02124CSR,Pteronarcys,2,N,B193
02124CSR,Rhabdomastix,1,N,B196
02124CSR,Rhithrogena,39,N,B197
02124CSR,Rhyacophila,47,N,B199
02124CSR,Simulium,5,N,B204
02124CSR,Sphaeriidae,13,N,B209
02124CSR,Sweltsa,9,N,B214
02124CSR,Tanypodinae,1,N,B217
02124CSR,Turbellaria,2,N,B225
02124CSR,Wormaldia,6,N,B229
02124CSR,Yoraperla,1,N,B230
02124CSR,Zaitzevia,17,N,B231
02124CSR,Zapada,35,N,B232
02125CSR,Baetis,21,NT,B21
02125CSR,Chironominae,62,NT,B37
02125CSR,Cinygma,1,NT,B39
02125CSR,Dicranota,1,NT,B58
02125CSR,Diphetor_hageni,1,NT,B59
02125CSR,Ephemerella,2,NT,B78
02125CSR,Glossosoma,7,NT,B89
02125CSR,Heterlimnius,2,NT,B104
02125CSR,Hydropsyche,1,NT,B114
02125CSR,Juga,107,NT,B119
02125CSR,Lepidostoma,1,NT,B125
02125CSR,Leptophlebiidae,11,NT,B127
02125CSR,Oligochaeta,7,NT,B156
02125CSR,Optioservus,296,NT,B159
02125CSR,Orthocladiinae,12,NT,B162
02125CSR,Rhithrogena,17,NT,B197
02125CSR,Rhyacophila,33,NT,B199
02125CSR,Simulium,1,NT,B204
02125CSR,Skwala,2,NT,B205
02125CSR,Sphaeriidae,4,NT,B209
02125CSR,Sweltsa,24,NT,B214
02125CSR,Trombidiformes,2,NT,B223
02125CSR,Zaitzevia,5,NT,B231
02125CSR,Zapada,32,NT,B232
02129CSR,Ameletus,1,N,B6
02129CSR,Amiocentrus,3,N,B8
02129CSR,Antocha,1,N,B13
02129CSR,Apatania,17,N,B14
02129CSR,Baetis,28,N,B21
02129CSR,Calineuria,3,N,B27
